material_id,formula,band_gap,poly_total,poly_electronic,ionic_polarization_fraction,density,volume,cluster
mp-30275,BaP8,0.89,14.04,11.18,0.2037037037037037,3.1305,408.569495035,1
mp-554573,SiO2,5.62,3.9,2.19,0.4384615384615384,2.109,189.231551892,2
mp-7931,SrP,0.46,12.79,7.48,0.415168100078186,3.4366,343.822654413,1
mp-9922,HfS3,1.13,9.6,6.47,0.3260416666666667,5.0916,179.159333068,0
mp-304,Ca2Ge,0.31,29.9,16.56,0.4461538461538462,2.9911,339.27908183,1
mp-685146,CdTe,0.62,12.48,9.1,0.2708333333333333,5.4775,145.521117863,0
mp-23870,NaH,3.74,10.34,3.13,0.6972920696324951,1.3944,28.5783803525,2
mp-32669,Ag2S,1.3,11.71,8.85,0.2442356959863364,6.4228,128.132291283,0
mp-558852,FeF3,2.84,8.65,2.6,0.699421965317919,3.1399,179.027647854,2
mp-862868,PbBr2,2.5700000000000003,21.97,4.88,0.77787892580792,5.137,237.268939628,2
mp-753746,Rb2O,0.45,9.06,4.21,0.5353200883002207,3.2265,96.2077940261,0
mp-20027,FeP2,0.43,37.6,23.05,0.386968085106383,5.1331,76.2105922854,0
mp-556585,MnF2,2.77,7.67,2.38,0.6897001303780965,3.7912,162.821587978,2
mp-867785,RbF2,1.34,3.42,2.04,0.4035087719298245,2.7929,146.81206001299998,1
mp-24084,KH,3.43,8.32,2.72,0.673076923076923,1.4412,46.209178350600006,2
mp-7897,K3P,0.21,15.78,8.8,0.4423320659062104,1.701,289.48908491,1
mp-714882,MnO,1.6800000000000002,18.23,4.89,0.7317608337904553,5.1907,45.3866381865,2
mp-632326,HCl,5.82,2.77,2.04,0.2635379061371841,1.2676,95.5158282162,2
mp-2672,K2O2,2.34,6.31,2.54,0.5974643423137876,2.3121,158.281398177,2
mp-754815,YBr3,3.98,5.67,3.12,0.4497354497354497,3.4816,313.466114475,1
mp-634859,CaO2,2.73,19.63,3.38,0.8278145695364238,3.1508,37.9857757495,2
mp-554405,ZnS,2.07,9.19,5.87,0.3612622415669205,3.9951,202.501941276,1
mp-23710,MgH2,3.71,10.34,3.95,0.6179883945841392,1.4239,61.391611247,2
mp-24721,RbH,2.92,8.88,2.8,0.6846846846846847,2.6106,55.0051786663,2
mp-22142,SiSe2,2.17,4.42,3.53,0.2013574660633484,2.6006,237.563046505,1
mp-14017,K3Sb,0.39,13.83,8.09,0.4150397686189443,2.2445,353.715042532,1
mp-684969,Sc2S3,0.93,24.03,8.08,0.6637536412817311,2.8905,213.811700341,1
mp-27639,IBr,1.4,9.59,4.55,0.5255474452554745,3.4147,201.131618844,1
mp-556742,GaS,2.01,7.55,5.4,0.2847682119205298,3.4165,197.88060415,1
mp-38970,Ga2Te3,0.64,15.73,11.67,0.2581055308328035,5.2266,331.841581863,1
mp-570081,CuI,1.63,8.04,5.46,0.3208955223880597,5.6872,111.212819135,0
mp-27729,ICl3,1.77,4.71,3.16,0.3290870488322718,2.479,312.485336842,1
mp-27770,RhCl3,1.52,5.44,4.92,0.0955882352941176,3.4898,199.144733034,1
mp-715434,NiO,2.32,14.41,5.07,0.6481609993060374,6.676,37.1566479758,0
mp-11342,GaSe,1.22,8.68,6.53,0.2476958525345622,4.4144,111.866401028,0
mp-23933,AlH3,2.2,11.72,4.49,0.6168941979522184,1.4595,68.2763859793,2
mp-568690,CdBr2,2.88,7.79,3.68,0.527599486521181,4.5812,98.6711706866,2
mp-32616,Ga2S3,1.81,9.99,6.06,0.3933933933933934,3.4778,225.008609019,1
mp-11718,RbF,5.52,7.27,2.06,0.7166437414030262,3.6711,47.2531399323,2
mp-558134,TlF,3.01,39.49,4.0,0.8987085338060269,7.9218,187.295707394,0
mp-715460,CoO,0.59,10.46,6.39,0.3891013384321223,5.1361,48.4521915318,0
mp-568722,CdBr2,2.86,7.99,3.74,0.5319148936170213,4.6444,194.65365524,2
mp-555410,ZnS,2.06,9.2,5.89,0.3597826086956522,4.009,161.440401587,0
mp-27725,AuI,2.09,5.09,4.67,0.0825147347740668,6.7578,318.327515611,1
mp-545820,SnO,0.54,16.8,7.04,0.5809523809523809,5.8409,153.188428711,0
mp-27666,IrCl3,1.89,4.8100000000000005,4.44,0.0769230769230769,4.8894,202.800187572,0
mp-27678,Y2Cl3,0.76,9.87,6.53,0.3383991894630193,3.4328,274.915442528,1
mp-7868,PtO2,1.52,9.29,7.44,0.1991388589881593,9.2183,81.8093481185,0
mp-15668,NaSe,0.48,10.3,6.28,0.3902912621359222,3.2458,208.654070542,1
mp-11674,Al2Se3,1.8,9.35,5.93,0.3657754010695187,3.7031,260.86641193,1
mp-23222,Li3Bi,0.34,27.41,13.78,0.4972637723458592,4.992,76.4402840381,0
mp-7904,CdP4,0.65,25.16,12.82,0.4904610492845787,3.716,211.193719322,1
mp-11713,SiC,1.95,10.59,7.18,0.3220018885741265,3.1717,104.962271343,0
mp-15556,Rb2As3,0.4,9.1,5.53,0.3923076923076923,3.5176,373.595574994,1
mp-15951,BeF2,8.32,3.49,1.8,0.484240687679083,2.2227,105.355156063,2
mp-15622,HfSe3,0.32,13.04,9.55,0.2676380368098159,6.6608,207.118611277,0
mp-7548,BaSe3,0.93,16.35,8.17,0.5003058103975535,5.2506,236.713928864,0
mp-559550,SiO2,5.61,3.39,2.0,0.4100294985250737,1.8236,328.266185615,1
mp-1581,As2O3,3.62,6.57,3.41,0.4809741248097412,3.4676,378.967549247,1
mp-502,As4S5,1.99,5.45,4.45,0.18348623853211,2.7617,553.161159657,1
mp-15661,Sc4C3,0.33,76.72,28.67,0.626303441084463,3.7994,188.682784808,0
mp-15649,As2Ir,0.81,28.91,21.36,0.2611553095814597,10.4537,217.342989509,0
mp-567907,P3N5,3.55,8.22,4.02,0.510948905109489,2.6937,200.914089114,2
mp-14289,Ba3P4,0.48,19.43,9.75,0.4981986618630983,4.1226,431.69904842,1
mp-16031,Sn3N4,0.23,18.38,9.56,0.4798694232861806,7.165,191.041408075,0
mp-1247,Sb2Ir,0.49,34.62,24.86,0.2819179664933564,10.5689,273.845770677,0
mp-558380,Cr2F5,1.47,5.99,2.71,0.5475792988313856,3.449,191.599723565,1
mp-23290,PtCl2,1.82,3.73,3.62,0.0294906166219839,5.1336,516.2081318180001,1
mp-556767,ClF3,2.58,3.5,2.24,0.36,2.2624,271.399614362,1
mp-557266,HgO2,0.29,11.3,6.37,0.4362831858407079,8.0491,191.933924179,0
mp-542846,AsS,2.02,4.85,4.41,0.0907216494845361,2.895,490.915016196,1
mp-7944,NaSb,0.6000000000000001,19.73,14.14,0.2833248859604663,3.9317,489.081393825,1
mp-27988,IF7,1.47,2.5,1.98,0.208,3.2648,264.366988761,1
mp-569152,SnCl2,3.07,54.82,4.37,0.9202845676760308,3.5753,352.256577142,1
mp-33024,H2S,4.09,5.5,2.55,0.5363636363636364,1.1119,203.558657022,2
mp-561397,SO3,5.14,5.73,2.28,0.6020942408376964,2.1444,247.976562295,2
mp-2340,Na2O2,1.74,6.17,2.49,0.5964343598055105,2.524,153.905627707,2
mp-568971,Ag2Se,0.97,15.56,11.05,0.2898457583547557,7.0882,276.163791195,0
mp-19372,WO2,1.24,11.33,5.62,0.5039717563989409,9.5983,149.362187516,0
mp-754658,TeO3,1.25,9.8,4.28,0.5632653061224488,5.3593,217.630002138,0
mp-31050,Cl2O7,3.66,3.14,2.19,0.3025477707006369,2.0335,298.690800761,1
mp-401,Sc2S3,0.64,22.76,7.99,0.648945518453427,2.8721,430.370378914,1
mp-2310,CdO2,1.25,10.16,4.46,0.5610236220472441,6.0755,157.877003716,0
mp-226,FeS2,0.46,28.24,21.21,0.2489376770538243,5.0497,157.79762162,0
mp-864746,MoBr3,0.7000000000000001,5.33,4.59,0.1388367729831144,4.0373,552.2348912369999,1
mp-8713,K2MnS2,0.97,9.16,3.98,0.5655021834061135,2.3564,278.00771934200003,1
mp-5347,KAlF4,6.79,10.63,1.94,0.817497648165569,2.7772,84.9473970694,2
mp-568598,Cu2HgI4,0.3,12.02,8.59,0.2853577371048253,5.6903,243.751354114,0
mp-8719,K2MnTe2,0.85,9.06,4.85,0.4646799116997792,3.4312,375.872565793,1
mp-7604,Mg3NF3,3.58,9.01,2.81,0.6881243063263042,3.0884,77.37962771640001,2
mp-23940,NaHO,2.8200000000000003,6.37,2.33,0.6342229199372057,1.9548,67.9537493339,2
mp-5048,LiGaTe2,1.59,10.28,7.47,0.2733463035019455,4.4694,246.598897385,1
mp-9146,CdHgO2,0.37,9.58,5.8100000000000005,0.3935281837160752,8.2648,69.316378756,0
mp-8281,Ba(CdAs)2,0.16,110.48,97.63,0.1163106444605358,5.9571,142.717982917,3
mp-7090,NaMgSb,1.04,18.11,9.5,0.4754279403644395,3.3512,167.535341924,0
mp-5795,CaMg2N2,2.0,18.33,5.86,0.6803055100927442,2.8856,67.1578739882,2
mp-8658,CsNaSe,2.03,9.65,4.09,0.5761658031088083,3.7338,208.907664081,1
mp-7909,Al2CdTe4,1.62,10.72,7.98,0.2555970149253731,4.7507,236.556016022,1
mp-23486,RbNiCl3,0.72,10.28,3.5,0.6595330739299612,3.2463,256.282653791,1
mp-15703,BeCN2,3.85,7.15,4.79,0.33006993006993,3.2914,49.479355054,2
mp-7439,K3Cu3P2,1.29,11.66,7.28,0.3756432246998284,3.2518,188.881090728,1
mp-10408,K2CN2,3.15,7.28,2.67,0.6332417582417582,2.0969,93.620586505,2
mp-7979,K2PdF6,2.04,8.77,2.46,0.7194982896237172,3.4895,142.097827998,2
mp-541911,HfNCl,2.21,10.74,4.94,0.5400372439478585,7.1382,106.053761432,0
mp-9732,BaNaP,0.86,21.1,8.65,0.5900473933649288,3.6527,260.89087532900004,1
mp-7104,CsCaF3,6.9,9.2,2.31,0.7489130434782609,3.9661,96.2901266851,2
mp-9569,Ca(ZnP)2,0.88,20.23,11.12,0.4503213049925852,3.9798,97.1285296151,0
mp-3744,NaNbO2,1.38,11.2,8.2,0.2678571428571428,5.4148,90.7089034469,0
mp-570324,Rb2TeBr6,2.1,12.39,3.69,0.7021791767554478,3.7546,344.065015855,1
mp-7077,KAuS,2.1,13.63,4.34,0.681584739545121,4.9809,178.777628403,2
mp-7589,Mg2NF,2.13,11.06,3.79,0.6573236889692585,2.9899,90.6556710678,2
mp-27422,CsBiF6,2.8200000000000003,5.87,2.19,0.626916524701874,4.5007,168.19593887899998,2
mp-3762,VCu3S4,1.03,7.65,7.21,0.057516339869281,3.8722,158.592377255,0
mp-764673,Na3VO4,3.9,5.5,2.65,0.5181818181818182,2.4642,123.929097889,2
mp-28479,Sc2CCl2,0.88,20.94,6.71,0.6795606494746895,2.7581,104.048593208,2
mp-570256,Ag2HgI4,1.1,9.32,5.42,0.4184549356223175,5.4741,280.266709067,1
mp-7949,Rb2GeF6,5.8,7.53,2.07,0.7250996015936255,3.8976,152.33403849299998,2
mp-37879,LiYSe2,1.55,24.3,7.04,0.7102880658436215,4.4771,188.257625712,0
mp-7907,Al2ZnSe4,2.15,9.18,6.29,0.3148148148148148,4.1453,174.34518958799998,0
mp-23025,LaClO,4.07,18.31,4.29,0.7657018022938286,5.3166,118.910448814,2
mp-30062,Cs2PtBr6,1.43,7.78,3.52,0.5475578406169666,4.6305,337.210409767,1
mp-7849,AlAsO4,4.25,4.29,2.42,0.4358974358974359,2.7023,101.943673461,2
mp-29585,K4CdAs2,0.61,8.88,5.41,0.3907657657657657,2.501,277.955974533,1
mp-29209,Ba(MgBi)2,0.4,24.15,17.09,0.2923395445134575,5.7,175.92830914299998,0
mp-31212,K2MgF4,6.41,6.78,1.99,0.7064896755162242,2.7269,108.691969978,2
mp-8402,RbMgF3,6.94,6.48,2.19,0.662037037037037,3.9361,70.3544125452,2
mp-3448,KMgF3,6.95,6.88,2.06,0.7005813953488372,3.0019,66.5998383662,2
mp-3481,KSnAs,0.34,14.16,10.96,0.2259887005649717,3.9403,196.157839269,0
mp-14205,K3Cu3As2,1.28,12.31,7.78,0.3679935012185215,3.7889,200.626615443,1
mp-7297,Cs2SnF6,5.34,8.26,2.2,0.7336561743341404,4.4448,186.243650368,2
mp-23949,RbCaH3,3.27,11.55,3.15,0.7272727272727273,2.275,93.8456553736,2
mp-30460,YNiBi,0.21,29.37,26.76,0.0888661899897854,8.6341,68.5782031018,0
mp-752658,Y2SeO2,2.16,15.34,5.52,0.6401564537157758,5.4269,88.3628010006,0
mp-5394,LaSF,1.48,18.82,5.55,0.7051009564293305,5.4699,115.340644746,0
mp-5693,NaCrS2,0.98,13.53,8.55,0.3680709534368071,3.184,72.5469508095,0
mp-569028,Rb2SnBr6,1.31,11.0,3.26,0.7036363636363636,3.8336,333.124831881,1
mp-9385,RbAu3Se2,1.73,12.16,5.69,0.5320723684210527,7.1816,192.912512635,0
mp-33857,CrSbO4,0.86,9.31,5.2,0.4414607948442535,5.8315,67.7006470719,0
mp-15777,Zn(GaTe2)2,1.02,13.55,10.57,0.2199261992619926,5.356,221.744341249,0
mp-5072,Rb2HgO2,2.02,7.41,3.02,0.592442645074224,5.1699,129.608227872,0
mp-9250,RbLiSe,2.31,8.97,4.1,0.5429208472686733,3.4824,163.439361287,2
mp-549158,InCuO2,0.24,8.96,5.5,0.3861607142857142,6.1378,113.825905823,0
mp-2998,BaTiO3,1.67,7.87,6.87,0.1270648030495552,5.8918,65.7232228521,0
mp-9127,Ba(SbO3)2,2.86,9.94,3.45,0.6529175050301811,5.3575,147.79736609999998,2
mp-697133,Cs2CaH4,3.01,8.9,3.2,0.6404494382022472,3.09,166.552418765,2
mp-8224,CaSnF6,5.38,4.8,1.89,0.6062500000000001,2.9149,155.393999329,2
mp-14588,Na2PtSe2,0.86,14.24,7.49,0.4740168539325842,5.6653,233.902615873,0
mp-22958,KBrO3,3.85,7.12,2.74,0.6151685393258427,3.009,92.1589277412,2
mp-9610,Li2CN2,3.72,5.4,2.7,0.5,1.4791,60.5185689428,2
mp-24341,CsBeH3,3.22,5.04,2.25,0.5535714285714286,2.115,227.603258401,2
mp-8452,NaLiS,3.05,10.19,3.92,0.6153091265947007,1.9255,106.920286062,2
mp-3821,K2PtF6,2.5700000000000003,7.89,2.35,0.7021546261089988,4.4761,143.667948909,2
mp-7505,K2P2Pd,1.08,11.36,7.63,0.3283450704225352,3.0001,272.944636381,1
mp-556417,Rb2NiF6,2.42,5.2,2.24,0.5692307692307692,3.5945,158.737995958,2
mp-7436,KCuTe,0.6000000000000001,12.05,8.97,0.2556016597510373,4.3454,175.971601404,0
mp-23513,K2PtCl6,1.85,9.51,3.18,0.6656151419558359,3.2364,249.343945402,1
mp-23383,Rb2TeBr6,2.05,14.23,3.73,0.7378777231201686,3.7827,341.511331168,1
mp-9564,Ca(MgAs)2,1.26,16.28,9.08,0.4422604422604422,3.332,118.873905272,0
mp-7936,LiNbS2,0.71,15.48,12.01,0.2241602067183462,4.2421,128.36517087,0
mp-754596,RbGaO2,2.47,4.66,3.09,0.3369098712446352,4.1307,150.50012119,0
mp-7825,K2GeF6,5.8,8.51,2.03,0.7614571092831963,3.2124,136.886788616,2
mp-772231,RbCrO2,2.8,10.55,4.62,0.562085308056872,5.1506,54.6339562694,2
mp-7467,RbCuO2,0.91,6.09,4.04,0.3366174055829228,3.7086,162.099382651,0
mp-11869,HfSnPd,0.38,23.92,19.63,0.1793478260869565,10.4038,64.42130287260001,0
mp-571648,Rb2MnCl6,1.2,7.28,3.24,0.554945054945055,2.7783,262.127210885,1
mp-29754,SrLiN,0.26,13.48,6.78,0.4970326409495549,3.2711,110.224628777,0
mp-22977,CsVCl3,0.48,15.17,3.08,0.7969676994067237,3.2667,295.036925248,1
mp-22998,CrSBr,0.18,20.01,15.92,0.2043978010994502,3.6865,147.705613119,0
mp-554955,MgCrF6,1.53,5.98,2.53,0.5769230769230769,2.97,106.392636054,2
mp-557668,MnPtF6,1.87,5.74,3.4,0.4076655052264808,5.2332,115.502878358,0
mp-9919,LiZnSb,0.41,34.18,19.6,0.4265652428320655,5.1582,124.95634345,0
mp-22950,CsNiCl3,0.8200000000000001,9.97,3.48,0.6509528585757272,3.5797,276.427709963,1
mp-10667,SrAgP,0.11,277.78,256.84,0.0753833969328245,5.2608,142.963239097,3
mp-568661,Cd(InSe2)2,0.77,11.66,7.76,0.3344768439108062,5.1809,210.874072505,0
mp-15687,KZnAs,0.2,38.01,33.0,0.1318074191002367,3.602,82.70519817270001,0
mp-4359,Sr2PdO3,0.23,16.04,5.69,0.6452618453865336,5.8487,93.5949061032,0
mp-13947,Rb2HfF6,7.13,9.51,2.12,0.7770767613038906,4.6576,165.217522771,2
mp-9166,MgCN2,3.76,8.86,3.36,0.6207674943566592,2.3859,44.7731842203,2
mp-27832,Tl2SnCl6,2.48,100.8,3.52,0.9650793650793652,4.5483,270.225948366,2
mp-961684,LiCaAs,1.81,10.79,6.64,0.3846153846153847,2.7152,74.5758829322,2
mp-764362,LiNiF3,4.84,7.38,2.31,0.6869918699186992,3.8064,106.991744635,2
mp-697038,Ba2H6Ru,1.87,11.69,4.44,0.6201881950384944,4.8096,131.810282844,0
mp-22936,Ca2NCl,2.37,14.05,4.61,0.6718861209964412,2.7795,77.4332132428,2
mp-8753,K4HgP2,0.94,8.58,4.91,0.4277389277389277,2.7082,256.866861258,1
mp-27178,HgPS3,1.75,11.69,6.1,0.4781864841745081,4.2413,256.634126019,1
mp-6972,YCuO2,2.63,11.77,4.87,0.5862361937128293,4.864,62.9703082201,2
mp-27702,InClO,2.36,7.19,3.47,0.5173852573018081,4.2846,128.877479879,2
mp-4124,CaCN2,3.58,8.38,3.34,0.6014319809069212,2.237,59.4602290332,2
mp-754065,Hg(SbO3)2,0.52,14.44,5.2,0.6398891966759003,7.1378,125.649891737,0
mp-35539,Zn2GeSe4,1.39,10.78,7.62,0.2931354359925789,4.8141,179.115120872,0
mp-20187,LiInSe2,1.57,9.14,5.92,0.3522975929978118,4.2631,217.894296875,1
mp-567931,InSiTe3,0.46,19.83,12.55,0.3671205244578921,5.2918,329.925481789,1
mp-7482,RbHgF3,0.65,77.88,3.02,0.9612223934257832,5.7567,98.9547442982,0
mp-755287,Ca3CdO4,2.52,17.19,4.25,0.752763234438627,4.398,112.002449656,2
mp-28423,Ga2TeSe2,1.61,9.7,6.85,0.2938144329896907,4.6441,303.91473712,1
mp-28084,Rb2PdBr6,0.62,8.93,4.68,0.4759238521836506,4.1045,306.165540186,1
mp-3982,KCuO2,0.86,6.17,4.14,0.3290113452188006,3.0834,145.019684856,0
mp-27829,Rb2SeCl6,2.61,8.86,3.22,0.636568848758465,2.7898,275.352953375,1
mp-12535,K2ZnTe2,2.05,9.55,4.89,0.487958115183246,3.5909,368.811336996,1
mp-30284,HgAsO3,1.24,13.7,4.88,0.6437956204379562,6.4883,165.591371371,0
mp-20463,CaPbF6,3.46,5.49,2.06,0.6247723132969034,3.614,165.992220809,2
mp-16337,Ga2HgTe4,0.66,16.56,12.07,0.2711352657004831,5.9792,236.183821993,0
mp-3042,K2SiF6,7.22,5.95,1.86,0.6873949579831933,2.606,140.356025627,2
mp-23350,Rb2PtCl6,1.94,6.7,3.08,0.5402985074626866,3.6295,264.76783622,1
mp-540957,Cs2TeI6,1.39,12.91,4.84,0.6250968241673122,4.3668,439.138981014,1
mp-14983,Si4P4Ru,1.46,18.45,15.17,0.1777777777777777,3.6578,153.128126305,0
mp-23804,Mg2FeH6,1.91,17.13,5.5,0.6789258610624636,2.8148,65.1896942998,2
mp-568544,CsCdCl3,1.75,13.51,3.41,0.7475943745373798,3.8569,151.40597158100002,2
mp-20782,LiInTe2,1.38,10.12,7.21,0.2875494071146245,4.5867,272.94134742,1
mp-8411,Na2AgAs,0.73,20.65,11.57,0.4397094430992736,4.0321,188.428554562,0
mp-15724,KNa2Sb,0.67,19.41,9.14,0.5291087068521381,2.8904,118.827518441,0
mp-9573,NaBeAs,1.28,12.61,8.23,0.3473433782712133,3.0894,114.941042542,0
mp-7223,Ca3AsN,0.72,38.3,9.79,0.7443864229765014,3.2002,108.531333,2
mp-13275,NaSrP,1.24,18.47,7.87,0.5739036275040607,3.0485,231.36384362400003,1
mp-28171,K3IO,1.03,9.74,3.26,0.6652977412731006,2.7728,155.820925267,2
mp-23059,Rb2SnCl6,2.54,8.61,2.73,0.6829268292682927,2.954,282.388618388,1
mp-559408,NiPbF6,2.23,6.21,2.86,0.5394524959742352,5.5329,114.011076806,0
mp-9124,LiZnAs,0.55,22.95,15.95,0.3050108932461873,4.5769,53.4209408057,0
mp-27716,KTlO,1.17,10.75,4.97,0.5376744186046511,5.7932,148.751271809,0
mp-8208,Mg(PtO2)3,0.3,17.42,15.02,0.1377726750861079,10.0616,116.440615586,0
mp-27207,K2MgCl4,4.77,10.65,2.52,0.7633802816901409,2.0547,197.433920658,2
mp-862631,Ba2SbAu,0.6000000000000001,32.41,18.82,0.4193150262264734,6.8307,144.252312271,0
mp-15685,Na2CuAs,0.66,21.01,11.59,0.4483579247977153,3.6053,169.90805395,0
mp-7773,Na2AsAu,0.42,26.87,15.93,0.4071455154447339,5.6706,186.165457824,0
mp-18946,VBO3,1.82,9.62,4.6,0.5218295218295218,3.8758,94.0410236814,2
mp-641923,Cs2SnBr6,1.44,8.22,3.22,0.608272506082725,4.046,354.575910253,1
mp-27691,K2PtBr6,1.17,14.61,3.93,0.731006160164271,4.2323,295.319746287,1
mp-11022,ScAgO2,2.12,13.81,5.84,0.5771180304127443,5.3876,113.931320156,0
mp-8256,ZnPtF6,2.08,6.06,3.27,0.4603960396039604,5.8749,105.838077704,0
mp-5986,BaTiO3,1.73,11.53,5.91,0.4874241110147442,5.7354,67.5157794197,0
mp-9915,LiBeP,1.16,15.24,8.27,0.4573490813648294,1.9947,78.12979498060001,2
mp-30530,TlClO4,4.57,21.9,2.51,0.8853881278538813,4.2761,117.984353167,2
mp-4280,GaCuO2,0.98,10.5,5.84,0.4438095238095238,6.0445,45.4020845614,0
mp-7288,Sc2SO2,2.01,18.37,6.36,0.6537833424060968,3.7155,137.625530427,2
mp-3642,ScCuO2,2.33,14.02,5.91,0.5784593437945792,4.4708,104.367781133,2
mp-28166,K3BrO,0.89,15.68,3.01,0.8080357142857143,2.3947,147.838688724,2
mp-541044,CsYO2,2.85,20.77,4.08,0.8035628310062591,5.5604,151.59639248,2
mp-8098,InGaO3,1.34,13.02,4.62,0.6451612903225807,6.4553,119.63536627,0
mp-14070,RbAlO2,3.37,24.01,2.79,0.883798417326114,3.5914,133.576238864,2
mp-4187,Ge2N2O,2.6,7.73,4.13,0.4657179818887451,4.4144,142.39547280000002,2
mp-867194,Sr(MgAs)2,1.35,15.39,8.85,0.4249512670565302,3.731,127.321805957,0
mp-28797,YHSe,1.51,14.74,8.77,0.4050203527815468,5.5585,50.4528153528,0
mp-10572,NaPN2,4.68,9.91,4.02,0.5943491422805247,3.0849,88.25302281409999,2
mp-753594,BiOF,2.64,14.74,5.09,0.6546811397557666,8.6599,93.565029272,0
mp-20015,As2PbO6,2.14,19.88,4.53,0.7721327967806841,6.2959,119.488631323,0
mp-3614,KTaO3,2.1,8.81,5.48,0.3779795686719636,6.7963,65.4917138563,0
mp-555123,KMnF3,2.66,13.39,2.22,0.8342046303211351,3.2353,77.5180248574,2
mp-28994,KLi2As,0.6900000000000001,11.93,6.39,0.4643755238893546,2.2243,190.964344757,1
mp-23036,K2SeBr6,1.69,21.27,4.18,0.8034790785143394,3.4355,307.69390907,1
mp-19225,FeAgO2,1.13,13.49,7.24,0.4633061527057079,6.2769,51.7750344616,0
mp-557938,HfVF6,3.22,4.52,2.18,0.5176991150442478,4.0773,139.861541943,2
mp-6948,KNaO,2.13,15.8,3.23,0.7955696202531646,2.5097,103.332321149,2
mp-8922,Cd(SbO3)2,1.41,11.29,4.24,0.6244464127546502,6.2011,121.016391273,0
mp-558838,NiPtF6,2.04,5.08,3.22,0.3661417322834646,5.9942,101.877956171,0
mp-560976,KNiF3,4.55,7.24,2.33,0.6781767955801105,3.8147,67.3780041588,2
mp-4824,NaZnP,0.91,18.7,9.45,0.4946524064171123,3.4538,114.757009818,0
mp-5782,AlAgS2,1.9,8.44,5.76,0.3175355450236967,3.8017,173.815312563,0
mp-8751,RbLiS,2.75,8.91,3.77,0.5768799102132435,2.852,144.939821131,2
mp-16763,KYTe2,1.3,13.64,6.54,0.5205278592375366,4.3924,144.871048742,0
mp-8818,Ca2ZnN2,0.76,15.99,6.34,0.6035021888680425,3.5217,81.8321248491,0
mp-15794,LiYSe2,1.52,21.15,6.79,0.6789598108747045,4.505,93.5466949283,0
mp-8752,Na4CdP2,0.74,9.84,6.1,0.3800813008130081,2.3413,188.886353016,1
mp-9821,RbSbF6,4.88,5.92,1.97,0.6672297297297297,3.7293,143.026223669,2
mp-3924,LiNbO2,1.58,16.46,8.7,0.4714459295261239,5.5269,79.2237812747,0
mp-8703,Na3SbSe4,0.98,16.95,6.02,0.6448377581120944,3.8802,216.809142822,1
mp-3524,LiPN2,3.8,9.37,4.24,0.5474919957310566,2.8744,76.17212602,2
mp-10246,Na2PtS2,1.14,12.29,6.24,0.4922701383238405,4.8993,206.869813678,0
mp-8720,Rb2MnTe2,0.96,8.78,4.71,0.4635535307517085,3.8903,410.688847296,1
mp-541989,Na2CN2,3.04,6.69,2.71,0.5949177877428998,2.1584,66.1665429517,2
mp-9731,RbAuSe,1.73,10.88,4.43,0.5928308823529411,5.6183,213.635616889,0
mp-7642,K2AgAs,1.07,12.68,6.98,0.4495268138801262,3.4992,247.702928133,1
mp-755293,Sr4Sb2O,0.98,19.13,8.54,0.5535807631991636,4.6345,218.560316421,0
mp-25010,NaMnO2,1.25,27.41,4.45,0.8376504925209778,4.0156,90.9141641963,2
mp-8446,K2CuP,1.14,12.75,6.52,0.4886274509803922,2.6927,213.017966565,1
mp-7770,Sr(ZnAs)2,0.26,24.72,15.47,0.3741909385113269,5.3007,115.351887318,0
mp-553303,CsCu3O2,1.46,9.24,4.58,0.5043290043290043,4.5192,130.64288097899998,0
mp-27827,Rb2TiCl6,2.15,8.62,3.07,0.6438515081206497,2.6633,269.033096519,1
mp-11719,K4ZnP2,0.95,8.63,4.69,0.4565469293163383,1.9231,244.978475395,1
mp-4784,CaPtO3,1.28,14.04,7.31,0.4793447293447294,7.918,118.765053164,0
mp-697096,Na2H4Pt,2.11,7.32,3.45,0.5286885245901639,4.3284,94.0255767943,2
mp-7910,Al2HgTe4,1.11,13.59,9.41,0.307579102281089,5.3715,236.478187199,0
mp-13610,ZnPbF6,1.96,7.55,2.91,0.614569536423841,5.3202,120.656535658,0
mp-14091,AlAgSe2,1.14,9.7,7.05,0.2731958762886598,4.7915,202.942144661,0
mp-6960,Rb2SiAs2,0.96,10.75,6.18,0.4251162790697674,3.4466,336.161656856,1
mp-15684,K2CuAs,1.07,12.71,6.9,0.4571203776553894,3.1512,228.341388772,1
mp-555359,KMnF3,2.78,9.96,2.23,0.7761044176706827,3.2591,153.902782775,2
mp-22975,Rb2TeCl6,2.64,10.94,3.12,0.7148080438756856,2.9185,290.881888507,1
mp-697044,Ba2H6Os,1.97,11.68,4.42,0.6215753424657534,5.8346,134.029685361,0
mp-8830,NaRhO2,1.38,10.99,6.92,0.370336669699727,5.8147,45.0922263771,0
mp-935811,KNbO3,1.42,7.94,6.89,0.1322418136020151,4.4746,66.7983340336,0
mp-9583,K2ZnF4,4.3,9.06,2.15,0.7626931567328918,3.2051,113.756134437,2
mp-8235,K2SiP2,1.21,10.27,5.47,0.4673807205452775,2.0119,277.70435733700003,1
mp-9198,Fe(SiP)4,1.02,20.85,17.0,0.184652278177458,3.359,144.392223377,0
mp-10919,Rb2PtC2,1.14,11.98,6.4,0.4657762938230383,4.7597,136.075277535,0
mp-14232,LiBO2,7.28,8.16,2.93,0.6409313725490197,2.797,59.0698771801,2
